,Region,Year,Gender,Nationality,Population estimates
240,0.8333333333333334,0.4166666666666667,1.0,0.0,0.10661510971330289
241,0.0,0.8333333333333334,1.0,1.0,0.030432399747993576
242,0.4166666666666667,0.4166666666666667,1.0,1.0,0.12131921885083537
243,0.08333333333333333,0.8333333333333334,1.0,1.0,0.058371268437256506
244,0.25,0.4166666666666667,1.0,1.0,0.37239757227127424
245,0.5,0.4166666666666667,0.0,1.0,0.16614234117743135
246,0.0,0.8333333333333334,1.0,0.0,0.01747918691665657
247,0.9166666666666666,0.8333333333333334,0.0,1.0,0.6150917296903841
248,0.16666666666666666,0.4166666666666667,1.0,0.0,0.13413386942187402
249,0.25,0.4166666666666667,0.0,1.0,0.3573255361106517
250,0.8333333333333334,0.4166666666666667,0.0,1.0,0.11223159826850242
251,0.8333333333333334,0.4166666666666667,1.0,1.0,0.1117121371990435
252,0.9166666666666666,0.4166666666666667,0.0,0.0,0.2828654203728386
253,0.25,0.75,0.0,0.0,0.10849041724044708
254,0.16666666666666666,0.75,1.0,1.0,0.19285626052299293
255,0.3333333333333333,0.8333333333333334,0.0,0.0,0.007964676647276795
256,1.0,0.16666666666666666,1.0,0.0,0.039477272398957895
257,0.75,0.08333333333333333,1.0,1.0,0.02712046691354334
258,0.4166666666666667,0.8333333333333334,0.0,1.0,0.13772174752364183
259,0.8333333333333334,1.0,0.0,1.0,0.13300620847370132
260,0.3333333333333333,0.0,1.0,0.0,0.02585070594523489
261,0.5833333333333334,0.6666666666666666,1.0,1.0,0.5499807339495522
262,0.8333333333333334,0.9166666666666666,0.0,0.0,0.018415514020289642
263,0.16666666666666666,0.9166666666666666,0.0,1.0,0.2056927272796956
264,0.25,0.0,1.0,0.0,0.327543494546101
265,0.08333333333333333,0.4166666666666667,0.0,1.0,0.051890387228451136
266,1.0,0.5833333333333334,1.0,1.0,0.08056569959053378
267,0.25,0.08333333333333333,1.0,0.0,0.36479433675405226
268,0.8333333333333334,1.0,0.0,0.0,0.01892406699691655
269,0.08333333333333333,0.0,0.0,1.0,0.045723482205215424
270,0.75,0.0,1.0,1.0,0.026533788407173752
271,0.5,0.5,0.0,1.0,0.17031424446569066
272,1.0,0.4166666666666667,0.0,0.0,0.008075821268835255
273,0.16666666666666666,0.3333333333333333,0.0,1.0,0.173008543395194
274,0.5,0.0,1.0,1.0,0.14540871002368236
275,0.0,0.3333333333333333,0.0,1.0,0.026737799224464082
276,0.08333333333333333,0.25,1.0,0.0,0.028651432483180164
277,0.9166666666666666,1.0,1.0,0.0,0.9215837843240092
278,0.08333333333333333,0.0,1.0,1.0,0.04596080692764131
279,0.3333333333333333,0.0,0.0,1.0,0.05398326698559572
280,0.8333333333333334,0.75,0.0,1.0,0.12355950526787181
281,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16228588814134057
282,0.9166666666666666,0.9166666666666666,0.0,0.0,0.2843259255590471
283,0.8333333333333334,0.3333333333333333,0.0,0.0,0.019281970367133975
284,0.5833333333333334,0.0,0.0,0.0,0.3132701076687725
